книга,категория,техника,оценка_качества
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Как вы думаете, где вы будете жить через два года, три, пять лет?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Вы можете иметь исключительный успех во всех последующих фазах продажи, но когда вы неспособны завязать контакт с новым потенциальным покупателем, этот слабый пункт может стать причиной внезапного Какие факторы определяют ваш успех В чем состоят определяющие факторы успеха в вашей профессии?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,В какой сфере деятельности вы чувствуете себя увереннее всего?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Что вы выяснили, занимаясь анализом личности, в какой сфере деятельности были лучшим?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,В чем заключается ваша исключительность как продавца?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Посмотрите на себя в зеркало и спросите: “Выгляжу ли я как лучший продавец в своей сфере?,7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"С какими важными товарами, группами клиентов и рынками будет работать ваша фирма?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Говорят, есть три типа людей: меньшую группу составляют те, кто что-то делает и чего-то достигает, немного большую — те, кто наблюдает, и самую большую « те, кто постоянно спрашивает: “Что же все-таки происходит?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Каких целей необходимо достичь, чего следует избегать, что при существующей ситуации на рынке нужно изменить?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,В какой отрасли она превосходит своих конкурентов?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,В какой сфере деятельности достигла особенных успехов?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Подумайте, какие это области Какую позицию занимает па рынке ваша фирма?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"И главный вопрос: как вы можете повысить свою производительность, стать лучше?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Чтобы сравнить свои товары или услуги с уже имеющимися на рынке, прежде всего ответьте на вопрос: какова их позиция но сравнению с другими товарами или услугами, которые доступны на рынке?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Проверьте ставки заработной платы в вашей фирме: какая оплата предусмотрена для каждого из продавцов, занимающихся определенным ассортиментом?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Сколько времени занимает у потенциального клиента принятие решения о покупке, сколько затрачивается на доставку товара и каков срок оплаты?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Каковы его проблемы, каковы его нужды?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Каких конкурентов нужно победить, чтобы заполучить этого клиента?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Как должны выглядеть следующие этапы продажи от первого контакта до поставки и установки, чтобы клиент был действительно доволен?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Что клиент должен знать, в чем должен быть убежден, чтобы сделать покупку?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Например, когда ваш шеф спросит “Как идут дела?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,НОВАЯ МОДЕЛЬ ПРОДАЖИ Что значит “продавать”?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Если у клиента есть выбор между товаром дешевым, но менее безопасным, и дорогим, но более безопасным, какой из них он выберет?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Затем показывали полки, на которых было полно рубашек, доставали разные модели, раскладывали передо мной, говоря при этом: “Как вам нравится эта модель?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,или “Что вы скажете об этом?,5
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Вы ищете что-то особенное?,5.5
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Тогда он спросил нечто такое, чего мне до тех пор слышать никогда не приходилось (потом я заметил это у всех самых лучших продавцов); он спросил меня: “Для каких случаев вам нужны эти рубашки?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Когда я сказал, что работаю продавцом, он спросил: “С какими костюмами вы хотели бы это носить?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Я ответил, какого цвета ношу костюмы, а он продолжал: “Какого типа рубашки вам нравятся и в каких пределах, по-вашему, должна варьироваться их цена?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Если процесс идет хорошо, то часто случается, что покупатели сами спрашивают: “Как долго можно ждать поставки?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Мой любимый вопрос во время разговора с клиентом — “Как вы это понимаете?,7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Когда у вас есть хотя бы минимальное сомнение или когда у клиента возникнут какие-то вопросы но поводу вашего предложения, сделайте небольшую паузу, улыбнитесь и спросите: “Как вы это понимаете?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Ежедневно, выходя на работу, становитесь перед большим зеркалом и спрашивайте себя: “Выгляжу ли я как первоклассный профессиональный продавец?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Поэтому, если мы намереваемся что-то купить, мы должны спросить: “Кто пользуется этим товаром?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Вы желаете, чтобы вас обслужил продавец, который выглядит так, как будто не в состоянии заплатить за свой обед, или хотите иметь дело с профессиональным продавцом, излучающим благосостояние и успех?",7.5
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Но что еще может произойти?,5
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Какова цель принятия решения о покупке, что это значит для клиента?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Я спросил его: “А что именно вы продаете?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Я не отставал: “Но что конкретно вы продаете?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Но вдруг осознал, что не понял моего вопроса, и спросил меня, пользуясь знаниями, полученными на моих занятиях: “Как вы сами понимаете свой вопрос?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Я спросил: “Какую пользу получит фирма при установке предлагаемого вами оборудования?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Как бы вы хотели, чтобы он вас охарактеризовал?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"В тот момент, когда клиент занимал свое место за столом, чаще всего он спрашивал: “Чем могу быть вам полезен?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Посмотрите на себя в зеркало и задайте себе вопрос: “Какое впечатление я хочу произвести на своего клиента?,7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Преодоление страха и способность находить клиентов Где таится источник страха, парализующего нас во время поисков новых клиентов?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Первый вопрос, который вы должны себе задать, это: “Что именно я продаю?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Подумайте о людях, которые когда-то покупали ваши товары или услуги, и спросите себя: “А что у них общего?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Например, мужчиной или женщиной должен быть ваш идеальный покупатель, сколько ему лет, какое образование он получил?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,А какие выгоды менее очевидны?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Истинная причина практически неуловима, это осознание подсознательных выгод, таких как престиж, общественное положение, которое, как кажется покупателю, он сменил, приобретя дорогие часы марки “Ролекс” и ощутив себя при этом преуспевающим человеком Каковы очевидные и неочевидные выгоды от покупки и использования предлагаемого товара?",5
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Какие очевидные и не очевидные выгоды следуют из того факта, что сделка заключена именно с этим, а не с каким-то другим продавцом?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Прежде чем вы начнете заниматься поисками новых клиентов, вы должны ответить на вопрос: “Где мой потенциальный клиент?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Как видите, вопросы “Кто мой клиент” и “Где мой потенциальный клиент?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Так же как многие идут в кино, прочитав рецензию о фильме, так многие покупают ту или иную вещь, прочитав позитивную рекомендацию о ней Многие покупатели вообще не обратят внимания на ваш товар, пока в журнале для потребителей не появится положительный отзыв о нем На каком основании ваш клиент создает свое мнение о товаре Что должно случиться, чтобы он решил воспользоваться вашим предложением?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Кто продает такие же товары или предлагает такие же услуги, как я?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Не могла ли бы она, как секретарь, это выяснить сама, или вам нужно обратиться с этим вопросом к президенту фирмы или к кому-то еще?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Основной вопрос, на который вы должны ответить, звучит так: “Почему клиент вообще должен меня слушать?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Если же он спросит: “А что вы мне можете предложить?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Если клиент спросит: “Не могли бы вы сказать что-нибудь еще на эту тему?,7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Раньше продавцов учили, чтобы они спрашивали: “Что вам больше подходит: в четверг около десяти или в среду в два?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Самый обезоруживающий вопрос — это: “Кем вы работаете в этой фирме и как дошли до этой должности?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,После такого выступления клиент спросит: “Какой это способ?,7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Будет ли ваша вдова так же хорошо одета, как ваша жена?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Когда клиент спросил: “Что вы этим хотите сказать?,7.5
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Примеры: Что именно вы делаете в своей фирме?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,С какими проблемами вы чаще всего встречаетесь на занимаемой вами должности?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Такие вопросы можно задавать, когда нужно получить конкретный ответ: Примете ли вы решение в течение двух месяцев?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Вопрос “Как вы думаете, этот товар будет лучше, чем тот, которым вы пользовались до сих пор?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"На самом деле вы его спрашиваете: “Думаете ли вы, принимая во внимание ваши знания и опыт, что мой товар мог бы помочь в вашей работе?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Люди чувствуют себя неуверенно, отвечая на вопрос “Как вы думаете?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,На начальном этапе каждой сделки следует ответить на незаданный вопрос клиента: “Почему я должен вас слушать?,7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Второй вопрос, который следует решить во время первой встречи: “Что вы предлагаете?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Третий незаданный вопрос, с которым вы должны бороться в течение всего процесса продажи, звучит следующим образом: “Что я с этого буду иметь?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Другие вопросы, на которые клиент ждет ответа, это: “Какие выгоды от этой покупки могу иметь лично я?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Что конкретно я буду иметь с того, что куплю у вас?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Четвертый вопрос; беспокоящий клиента: “Как я могу это достать?,7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Клиент не любит признаваться в том, что чего-то не знает, поэтому скорее спросит: “Не оставите ли вы мне материалы, чтобы можно было это все обдумать?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Вопрос, на который вы должны были ответить уже в начальной фазе презентации, звучит так: “Покупали ли вы уже что-нибудь подобное?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Пятый вопрос, на который клиенты ждут ответа, хотя никогда его не задают, звучит так: “Ну и что?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Ваша фирма пятьдесят лет работает в этом деле — “Ну и что?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Ваши товары покупают крупнейшие в стране фирмы — “Ну и что?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Ответ на вопрос “Ну и что?,5
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"такой же, как и на “Что я с этого буду иметь?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Все, что вы говорите, должно отвечать на вопрос клиента: “Что я с этого буду иметь?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Шестой вопрос, на который ваш потенциальный клиент хотел бы услышать ответ: “Почему я должен вам верить?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Поэтому многие клиенты задаются вопросом: “Сколько же правды в том, что он говорит?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Когда к нам пришел представитель фирмы, продающей компьютерные программы, ее первый вопрос был: “Каким образом предлагаемые вами программы помогут мне достичь наилучших результатов за кратчайший срок?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Если вы задаете соответствующие вопросы, непосредственно касающиеся ситуации клиента, и внимательно слушаете ответы, то вы не только приобретете его доверие, но также и профессионально ответите на вопрос “Что я с этого буду иметь?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Начинать нужно так: “Каковы ваши обязанности на данный момент?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"а затем надо спросить: “Что вы думаете о результатах, которых вы достигли?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Если есть какая-то определенная сфера, в которой клиент хотел бы что-то изменить, то как он хотел бы это сделать?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Если потенциальный клиент скажет, что у него проблемы со станком или с работой предприятия, вы должны задать ему следующие вопросы: Какое это имеет для вас значение?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Этим вы ответите на ключевой вопрос клиента: “Что я получаю?,7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Оптимальным вариантом будет такой, когда всю презентацию вы сосредоточите на вопросе: “Что я с этого буду иметь?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Есть ли какие-то вопросы или сомнения, которые вы можете ему разъяснить?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Если вы не получите никакого ответа, посмотрите ему в глаза и произнесите что-нибудь вроде: “Скажите мне, пожалуйста, какова причина ваших колебаний?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Независимо от того, большая это или несущественная проблема, задайте ему такой вопрос: “Что необходимо для того, чтобы развеять связанные с этой проблемой сомнения?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Гипотетический подход Гипотетический вопрос звучит так: “Если бы вы купили этот товар, скажем, лет через пять—десять, какие доводы вам нужно было бы привести, чтобы вы приняли это решение?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"В таком случае скажите: “Если бы у вас была волшебная палочка и вы могли бы получить все, что пожелаете, какую максимальную выгоду вы бы попытались извлечь из этого товара, если бы вы его купили?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Тогда спросите его: “Что необходимо, чтобы ваш ответ был 10?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"В этом случае вы можете предложить: “Если бы мы могли дать гарантию, что в случае вашего недовольства покупкой вы сможете вернуть товар и получить деньги назад — были бы вы тогда готовы купить наш товар немедленно?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"у которого имеются претензии к цене, состоит в том, что вы задаете такой вопрос: “Взяли бы вы этот товар даром?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Затем спросите: “Почему?,5
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Это следующий вопрос: “Покупали ли вы когда-либо подобный товар?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Кажется, вы как раз об этом и думали?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Если клиент в какой-то момент колеблется или пытается отказаться, вы обязаны прервать свою презентацию и спросить: “Нет ли у вас вопросов по поводу сказанного?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Вы слышали историю о том, как один человек встретил на улице в Нью-Йорке музыканта и спросил, как дойти до “Карнеги-холла”?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Покупатель, возможно, спросит: “Выглядит неплохо, но как я могу это купить?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Например, в категорию “действие” вы можете отнести вопрос следующего типа: “Могу ли я быть уверен в том, что предлагаемый вами товар будет действовать так, как вы уверяете, и в скором времени оправдает себя как лучшая и более полезная продукция, чем та, которой я пользуюсь теперь?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Что вы должны сказать клиенту, чтобы ликвидировать повод для конкретного возражения?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Подходящее время для ответов на возражения Когда лучше отвечать на возражения?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Я уже говорил, что лучший вопрос, о чем я знаю из собственного опыта, звучит: “Что вы под этим понимаете?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,или “Что вы этим хотели сказать?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Когда у него спросили, как он начинает беседу о продаже, он рассказал, что, входя в кабинет клиента, всегда говорит: “Вы видели когда-нибудь стекло, которое никогда не разбивается при ударе?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Старайтесь ответить на его невысказанный вопрос “Что я с этого буду иметь?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Если вы видите, что вся ваша презентация может сорваться из-за таких глупых возражений, вернитесь к вопросам, касающимся клиента и его ситуации, например: “Хорошее замечание, не могли бы мы вернуться к нему позже?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Попросите его рассказать, что с ним произошло, и постоянно задавайте вопросы: “И что потом?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Можете также спросить: “Скажите, какие доводы вам необходимо представить, чтобы вы почувствовали себя удовлетворенным?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Когда же вы дойдете до двери, протяните руку к дверной ручке и вдруг, как будто что-то вспомнив, обратитесь к клиенту со словами: “При случае, прежде чем я уйду, не могли бы вы оказать мне небольшую услугу?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Почему какой-то товар дешевле других?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Когда они кивают головой, я задаю им следующий вопрос: “Есть ли здесь кто-нибудь, кто купил костюм или галстук только потому, что он был самым дешевым?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"На мгновение в трубке становилось тихо, затем звучал вопрос: “А что это, собственно, значит?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"На что я уверенно отвечал: “То, что и всегда: если это не подойдет вам, вы ведь ничего не купите, не так ли?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Если клиент настойчиво требует, чтобы ему назвали цену, и ясно дает понять, что еще не готов к вашей презентации, вы можете отложить ответ на его навязчивый вопрос со словами: “Цена—это все, что вас интересует?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Когда потенциальный клиент критикует цену, мы должны спросить: “Почему вы так думаете?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Просто вежливо спросите: “Почему вы так думаете?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Вы можете также спросить собеседника: “Почему у вас такое чувство?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Постоянные претензии к цене — это знак, что вам не удалось удовлетворительно ответить на вопрос клиента “Что я буду с этого иметь?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Спросите: “Как велика разница между нашими взглядами на цену?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,В таком случае спросите: “Разве вы когда-нибудь что-то получали даром?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Дополните его ответ вопросом: “Купили ли вы что-нибудь дешево, и оказалось ли это стоящей вещью?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Тогда скажите: “Вам не кажется, что мы получаем именно то, за что платим?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Через тридцать секунд, которые мне показались вечностью, президент улыбнулся, чтобы разрядить напряжение, повернулся к директору финансового отдела и произнес: “Вы не могли бы выписать чек, пока мы будем подписывать документы?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Но когда я спрашиваю: “В котором часу вы хотите идти спать — в полдевятого или в полдесятого?,6.5
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Сколько это стоит и как можно это оплатить?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Отвечайте на этот вопрос вопросом: “Как скоро вам это потребуется?,6.5
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Спросите клиента: “Вы желаете, чтобы товар был доставлен по этому адресу?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Вы можете также задать альтернативный вопрос: “Как скоро вам это нужно?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Если будет происходить что-нибудь подобное, вы должны в момент, когда он опускает руку и смотрит вам в глаза, задать конкретный вопрос: “Когда мы должны вам это доставить?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Когда он закончит и посмотрит на вас, спросите: “Так какую модель вы выбираете?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Чтобы убедиться, что так все обстоит на самом деле, улыбнитесь и спросите: “Какой цвет вам больше нравится?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Вопросы, выражающие желание отложить решение Последний тип сигналов, которые вам подает клиент, это вопросы, выражающие желание отложить решение: “Откуда я знаю, что это действительно хороший товар?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Вы уверены, что это правильный выбор?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"На что продавец отвечает: “Если мы растянем выплату на более длительный срок и месячный взнос будет меньшим, вы согласитесь?",7
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Сначала вы задаете завершающий вопрос: “Остались ли у вас еще какие-нибудь невыясненные вопросы?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Затем вы предлагаете ему принять решение со словами: “Если вам нравится то, что я вам показал, почему бы вам не попробовать?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Если хотите быть более непосредственным, можете просто спросить: “Почему бы вам не купить это?",6.5
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,После окончания презентации вы задаете заключительный вопрос: “Как вам это нравится?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"При альтернативном заключении сделки вы спрашиваете: “Какой из двух вариантов вы выбираете, А или Б?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Вы желаете, чтобы товар был Доставлен вам в офис или на частный адрес?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Вы хотите, чтобы вам поставили также арматуру и стройматериалы?",6.5
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Вы можете подтолкнуть его к этому решению, задав три вопроса: “Как правильно пишется ваша фамилия?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Каков ваш точный почтовый адрес?,6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Извините, какое сегодня число?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,Можно спросить какие?,5
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Если это второй вариант, спросите: “Можно поинтересоваться, какова причина ваших сомнений?",6
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Скажите, что хотели бы побеседовать с начальником этого отдела, и объясните, кто вы такой.",5
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Третья возможность состоит в том, что вас соединят непосредственно с президентом фирмы, вы объясните, с какой целью звоните, и сам шеф решит, с кем вам говорить.",5
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"или “Объясните мне в общих чертах суть дела, тогда и условимся о встрече!",5
Treisi_Braian_Effektivnye_metody_prodachi,выявление_потребностей,"Укажите клиенту на все недостатки и минусы его теперешнего положения и опишите преимущества и выгоды, которые он получит, купив ваш товар.",6
